"seccion","tipo","nombre_municipio","cabecera_distrital_local"
"115","U","AGUASCALIENTES","AGUASCALIENTES"
"116","U","AGUASCALIENTES","AGUASCALIENTES"
"117","U","AGUASCALIENTES","AGUASCALIENTES"
"118","U","AGUASCALIENTES","AGUASCALIENTES"
"119","U","AGUASCALIENTES","AGUASCALIENTES"
"120","U","AGUASCALIENTES","AGUASCALIENTES"
"121","U","AGUASCALIENTES","AGUASCALIENTES"
"122","U","AGUASCALIENTES","AGUASCALIENTES"
"123","U","AGUASCALIENTES","AGUASCALIENTES"
"124","U","AGUASCALIENTES","AGUASCALIENTES"
"125","U","AGUASCALIENTES","AGUASCALIENTES"
"126","U","AGUASCALIENTES","AGUASCALIENTES"
"127","U","AGUASCALIENTES","AGUASCALIENTES"
"128","U","AGUASCALIENTES","AGUASCALIENTES"
"129","U","AGUASCALIENTES","AGUASCALIENTES"
"130","U","AGUASCALIENTES","AGUASCALIENTES"
"131","U","AGUASCALIENTES","AGUASCALIENTES"
"132","U","AGUASCALIENTES","AGUASCALIENTES"
"133","U","AGUASCALIENTES","AGUASCALIENTES"
"134","U","AGUASCALIENTES","AGUASCALIENTES"
"135","U","AGUASCALIENTES","AGUASCALIENTES"
"136","U","AGUASCALIENTES","AGUASCALIENTES"
"137","U","AGUASCALIENTES","AGUASCALIENTES"
"138","U","AGUASCALIENTES","AGUASCALIENTES"
"139","U","AGUASCALIENTES","AGUASCALIENTES"
"140","U","AGUASCALIENTES","AGUASCALIENTES"
"141","U","AGUASCALIENTES","AGUASCALIENTES"
"142","U","AGUASCALIENTES","AGUASCALIENTES"
"143","U","AGUASCALIENTES","AGUASCALIENTES"
"144","U","AGUASCALIENTES","AGUASCALIENTES"
"145","U","AGUASCALIENTES","AGUASCALIENTES"
"146","U","AGUASCALIENTES","AGUASCALIENTES"
"147","U","AGUASCALIENTES","AGUASCALIENTES"
"148","U","AGUASCALIENTES","AGUASCALIENTES"
"149","U","AGUASCALIENTES","AGUASCALIENTES"
"150","U","AGUASCALIENTES","AGUASCALIENTES"
"151","U","AGUASCALIENTES","AGUASCALIENTES"
"152","U","AGUASCALIENTES","AGUASCALIENTES"
"153","U","AGUASCALIENTES","AGUASCALIENTES"
"154","U","AGUASCALIENTES","AGUASCALIENTES"
"155","U","AGUASCALIENTES","AGUASCALIENTES"
"156","U","AGUASCALIENTES","AGUASCALIENTES"
"157","U","AGUASCALIENTES","AGUASCALIENTES"
"158","U","AGUASCALIENTES","AGUASCALIENTES"
"159","U","AGUASCALIENTES","AGUASCALIENTES"
"160","U","AGUASCALIENTES","AGUASCALIENTES"
"161","U","AGUASCALIENTES","AGUASCALIENTES"
"162","U","AGUASCALIENTES","AGUASCALIENTES"
"163","U","AGUASCALIENTES","AGUASCALIENTES"
"164","U","AGUASCALIENTES","AGUASCALIENTES"
"165","U","AGUASCALIENTES","AGUASCALIENTES"
"167","U","AGUASCALIENTES","AGUASCALIENTES"
"168","U","AGUASCALIENTES","AGUASCALIENTES"
"169","U","AGUASCALIENTES","AGUASCALIENTES"
"170","U","AGUASCALIENTES","AGUASCALIENTES"
"171","U","AGUASCALIENTES","AGUASCALIENTES"
"172","U","AGUASCALIENTES","AGUASCALIENTES"
"173","U","AGUASCALIENTES","AGUASCALIENTES"
"174","U","AGUASCALIENTES","AGUASCALIENTES"
"175","U","AGUASCALIENTES","AGUASCALIENTES"
"176","U","AGUASCALIENTES","AGUASCALIENTES"
"177","U","AGUASCALIENTES","AGUASCALIENTES"
"178","U","AGUASCALIENTES","AGUASCALIENTES"
"179","U","AGUASCALIENTES","AGUASCALIENTES"
"180","U","AGUASCALIENTES","AGUASCALIENTES"
"181","U","AGUASCALIENTES","AGUASCALIENTES"
"182","U","AGUASCALIENTES","AGUASCALIENTES"
"183","U","AGUASCALIENTES","AGUASCALIENTES"
"184","U","AGUASCALIENTES","AGUASCALIENTES"
"185","U","AGUASCALIENTES","AGUASCALIENTES"
"186","U","AGUASCALIENTES","AGUASCALIENTES"
"187","U","AGUASCALIENTES","AGUASCALIENTES"
"188","U","AGUASCALIENTES","AGUASCALIENTES"
"189","U","AGUASCALIENTES","AGUASCALIENTES"
"190","U","AGUASCALIENTES","AGUASCALIENTES"
"191","U","AGUASCALIENTES","AGUASCALIENTES"
"192","U","AGUASCALIENTES","AGUASCALIENTES"
"193","U","AGUASCALIENTES","AGUASCALIENTES"
"194","U","AGUASCALIENTES","AGUASCALIENTES"
"195","U","AGUASCALIENTES","AGUASCALIENTES"
"196","U","AGUASCALIENTES","AGUASCALIENTES"
"197","U","AGUASCALIENTES","AGUASCALIENTES"
"198","U","AGUASCALIENTES","AGUASCALIENTES"
"199","U","AGUASCALIENTES","AGUASCALIENTES"
"200","U","AGUASCALIENTES","AGUASCALIENTES"
"201","U","AGUASCALIENTES","AGUASCALIENTES"
"202","U","AGUASCALIENTES","AGUASCALIENTES"
"203","U","AGUASCALIENTES","AGUASCALIENTES"
"204","U","AGUASCALIENTES","AGUASCALIENTES"
"205","U","AGUASCALIENTES","AGUASCALIENTES"
"206","U","AGUASCALIENTES","AGUASCALIENTES"
"207","U","AGUASCALIENTES","AGUASCALIENTES"
"208","U","AGUASCALIENTES","AGUASCALIENTES"
"209","U","AGUASCALIENTES","AGUASCALIENTES"
"210","U","AGUASCALIENTES","AGUASCALIENTES"
"211","U","AGUASCALIENTES","AGUASCALIENTES"
"212","U","AGUASCALIENTES","AGUASCALIENTES"
"213","U","AGUASCALIENTES","AGUASCALIENTES"
"214","U","AGUASCALIENTES","AGUASCALIENTES"
"215","U","AGUASCALIENTES","AGUASCALIENTES"
"216","U","AGUASCALIENTES","AGUASCALIENTES"
"217","U","AGUASCALIENTES","AGUASCALIENTES"
"218","U","AGUASCALIENTES","AGUASCALIENTES"
"219","U","AGUASCALIENTES","AGUASCALIENTES"
"220","U","AGUASCALIENTES","AGUASCALIENTES"
"221","U","AGUASCALIENTES","AGUASCALIENTES"
